timestamp,event_type,host,user,src_ip,dst_ip,dst_port,status,bytes_out,is_attack,attack_type
2026-06-01T00:58:47,network,host-10,,10.0.0.238,185.220.207.12,445,success,17072,0,
2026-06-01T00:59:01,network,host-19,,10.0.0.161,185.220.159.227,445,success,28597,0,
2026-06-01T00:59:20,network,host-07,,10.0.0.83,185.220.207.41,445,success,18009,0,
2026-06-01T00:59:49,network,host-05,,10.0.0.231,185.220.88.72,80,success,9436,0,
2026-06-01T01:00:58,network,host-05,,10.0.0.166,185.220.2.195,443,success,25714,0,
2026-06-01T01:01:09,network,host-12,,10.0.0.159,185.220.40.56,445,success,14127,0,
2026-06-01T01:03:50,network,host-12,,10.0.0.96,185.220.164.29,443,success,6277,0,
2026-06-01T01:03:59,network,host-16,,10.0.0.112,185.220.174.190,53,success,30460,0,
2026-06-01T01:04:42,network,host-03,,10.0.0.187,185.220.72.117,443,success,13640,0,
2026-06-01T01:05:52,network,host-04,,10.0.0.192,185.220.130.155,445,success,27225,0,
2026-06-01T01:05:54,network,host-09,,10.0.0.20,185.220.40.56,443,success,20367,0,
2026-06-01T01:06:18,network,host-04,,10.0.0.186,185.220.138.32,22,success,24707,0,
2026-06-01T01:06:40,network,host-07,,10.0.0.24,185.220.97.21,3389,success,30183,0,
2026-06-01T01:07:19,login,host-02,user22,10.0.0.220,,,success,0,0,
2026-06-01T01:08:13,network,host-04,,10.0.0.163,185.220.51.184,3389,success,24903,0,
2026-06-01T01:09:37,network,host-20,,10.0.0.186,185.220.250.237,443,success,17830969,1,data_exfil
2026-06-01T01:09:40,network,host-20,,10.0.0.251,185.220.250.237,443,success,13951891,1,data_exfil
2026-06-01T01:09:43,network,host-20,,10.0.0.67,185.220.250.237,443,success,12429672,1,data_exfil
2026-06-01T01:09:46,network,host-20,,10.0.0.251,185.220.250.237,443,success,16505319,1,data_exfil
2026-06-01T01:09:49,network,host-20,,10.0.0.82,185.220.250.237,443,success,18682511,1,data_exfil
2026-06-01T01:10:41,network,host-17,,10.0.0.31,185.220.2.195,53,success,35743,0,
2026-06-01T01:11:04,network,host-19,,10.0.0.62,185.220.58.36,22,success,19985,0,
2026-06-01T01:11:13,network,host-04,,10.0.0.76,185.220.94.42,3389,success,15074,0,
2026-06-01T01:11:21,network,host-19,,10.0.0.85,185.220.58.36,22,success,1425,0,
2026-06-01T01:11:47,network,host-04,,10.0.0.246,185.220.229.140,443,success,23431,0,
2026-06-01T01:11:52,network,host-10,,10.0.0.151,185.220.51.184,443,success,27583,0,
2026-06-01T01:12:06,network,host-13,,10.0.0.222,185.220.57.115,22,success,35303,0,
2026-06-01T01:12:37,network,host-06,,10.0.0.10,185.220.213.161,3389,success,32722,0,
2026-06-01T01:14:11,network,host-19,,10.0.0.219,185.220.21.219,22,success,39450,0,
2026-06-01T01:15:30,network,host-11,,10.0.0.50,185.220.72.117,22,success,32230,0,
2026-06-01T01:17:11,network,host-07,,10.0.0.220,185.220.56.60,3389,success,13819,0,
2026-06-01T01:17:32,network,host-05,,10.0.0.119,185.220.167.180,443,success,49652,0,
2026-06-01T01:18:06,network,host-04,,10.0.0.238,185.220.189.27,445,success,4967,0,
2026-06-01T01:18:53,network,host-05,,10.0.0.76,185.220.40.56,22,success,7910,0,
2026-06-01T01:20:25,network,host-09,,10.0.0.121,185.220.213.161,53,success,5656,0,
2026-06-01T01:20:57,login,host-14,user06,10.0.0.195,,,success,0,0,
2026-06-01T01:21:13,network,host-14,,10.0.0.220,185.220.207.12,80,success,48930,0,
2026-06-01T01:21:15,login,host-10,user16,10.0.0.238,,,success,0,0,
2026-06-01T01:22:12,network,host-19,,10.0.0.206,185.220.179.109,22,success,9437,0,
2026-06-01T01:22:44,login,host-02,user11,10.0.0.220,,,success,0,0,
2026-06-01T01:23:03,network,host-20,,10.0.0.8,185.220.250.237,443,success,17609,0,
2026-06-01T01:23:44,login,host-01,user10,10.0.0.9,,,success,0,0,
2026-06-01T01:24:32,network,host-15,,10.0.0.201,185.220.75.253,53,success,1099,0,
2026-06-01T01:27:06,login,host-19,user28,10.0.0.243,,,success,0,0,
2026-06-01T01:28:10,network,host-12,,10.0.0.152,185.220.221.93,22,success,48325,0,
2026-06-01T01:28:55,login,host-20,user25,10.0.0.143,,,success,0,0,
2026-06-01T01:28:59,network,host-05,,10.0.0.209,185.220.12.170,22,success,23047,0,
2026-06-01T01:29:18,network,host-01,,10.0.0.20,185.220.159.227,53,success,4143,0,
2026-06-01T01:33:17,network,host-07,,10.0.0.38,185.220.213.161,80,success,38160,0,
2026-06-01T01:33:18,network,host-10,,10.0.0.85,185.220.109.9,22,success,14405,0,
2026-06-01T01:35:14,network,host-19,,10.0.0.13,185.220.58.36,53,success,28221,0,
2026-06-01T01:35:33,network,host-06,,10.0.0.25,185.220.40.56,22,success,13349,0,
2026-06-01T01:35:48,network,host-03,,10.0.0.103,185.220.8.24,3389,success,1084,0,
2026-06-01T01:35:52,login,host-11,user03,10.0.0.24,,,success,0,0,
2026-06-01T01:36:41,login,host-15,user08,10.0.0.92,,,success,0,0,
2026-06-01T01:40:25,network,host-12,,10.0.0.27,185.220.2.195,445,success,48267,0,
2026-06-01T01:41:11,network,host-03,,10.0.0.254,185.220.21.219,3389,success,18537,0,
2026-06-01T01:42:27,login,host-06,user05,10.0.0.35,,,success,0,0,
2026-06-01T01:42:34,network,host-20,,10.0.0.29,185.220.87.27,22,success,44147,0,
2026-06-01T01:43:39,network,host-20,,10.0.0.229,185.220.24.98,22,success,40733,0,
2026-06-01T01:43:59,network,host-08,,10.0.0.71,185.220.208.223,22,success,17019,0,
2026-06-01T01:46:37,network,host-14,,10.0.0.4,185.220.213.161,445,success,33991,0,
2026-06-01T01:49:05,network,host-01,,10.0.0.37,185.220.142.76,3389,success,26428,0,
2026-06-01T01:49:20,network,host-07,,10.0.0.155,185.220.187.118,445,success,34870,0,
2026-06-01T01:51:13,network,host-14,,10.0.0.81,185.220.94.42,80,success,29632,0,
2026-06-01T01:53:30,network,host-14,,10.0.0.62,185.220.140.108,445,success,40092,0,
2026-06-01T01:57:15,login,host-01,user19,10.0.0.32,,,success,0,0,
2026-06-01T01:59:26,network,host-04,,10.0.0.123,185.220.250.237,22,success,26723,0,
2026-06-01T01:59:41,network,host-05,,10.0.0.234,185.220.221.93,3389,success,11793,0,
2026-06-01T01:59:44,network,host-16,,10.0.0.213,185.220.58.36,22,success,15316,0,
2026-06-01T02:00:52,network,host-08,,10.0.0.63,185.220.151.72,445,success,45911,0,
2026-06-01T02:01:12,network,host-07,,10.0.0.247,185.220.189.27,22,success,25743,0,
2026-06-01T02:01:56,network,host-07,,10.0.0.151,185.220.51.184,22,success,20772,0,
2026-06-01T02:02:11,network,host-09,,10.0.0.86,185.220.179.109,445,success,23860,0,
2026-06-01T02:02:30,network,host-12,,10.0.0.200,185.220.164.29,53,success,40048,0,
2026-06-01T02:03:26,network,host-16,,10.0.0.145,185.220.23.152,53,success,10135,0,
2026-06-01T02:04:34,login,host-03,user04,10.0.0.197,,,failed,0,0,
2026-06-01T02:05:27,network,host-16,,10.0.0.210,185.220.213.161,443,success,48763,0,
2026-06-01T02:08:08,network,host-11,,10.0.0.2,185.220.250.237,22,success,40759,0,
2026-06-01T02:08:52,network,host-15,,10.0.0.12,185.220.151.72,53,success,14062,0,
2026-06-01T02:09:22,login,host-01,user09,10.0.0.28,,,success,0,0,
2026-06-01T02:10:17,network,host-15,,10.0.0.103,185.220.21.219,3389,success,11248,0,
2026-06-01T02:10:29,network,host-11,,10.0.0.152,185.220.207.41,22,success,23482,0,
2026-06-01T02:10:31,login,host-14,user29,10.0.0.82,,,failed,0,0,
2026-06-01T02:10:55,network,host-08,,10.0.0.210,185.220.159.227,53,success,24202,0,
2026-06-01T02:12:42,login,host-10,user01,10.0.0.195,,,success,0,0,
2026-06-01T02:13:03,network,host-20,,10.0.0.87,185.220.155.68,53,success,11189,0,
2026-06-01T02:13:10,network,host-01,,10.0.0.6,185.220.250.237,3389,success,16796,0,
2026-06-01T02:15:42,network,host-01,,10.0.0.166,185.220.57.115,22,success,14980,0,
2026-06-01T02:19:02,network,host-19,,10.0.0.18,185.220.94.42,53,success,48723,0,
2026-06-01T02:22:12,network,host-10,,10.0.0.81,185.220.24.98,22,success,7600,0,
2026-06-01T02:22:35,login,host-02,user19,10.0.0.63,,,success,0,0,
2026-06-01T02:25:41,network,host-09,,10.0.0.43,185.220.57.115,80,success,10803,0,
2026-06-01T02:26:04,login,host-10,user24,10.0.0.165,,,success,0,0,
2026-06-01T02:28:44,login,host-04,user11,10.0.0.163,,,success,0,0,
2026-06-01T02:35:21,network,host-20,,10.0.0.223,185.220.187.118,80,success,9409,0,
2026-06-01T02:35:26,network,host-14,,10.0.0.128,185.220.51.184,80,success,5343,0,
2026-06-01T02:36:27,network,host-15,,10.0.0.108,185.220.229.140,53,success,20042,0,
2026-06-01T02:37:29,login,host-20,user04,10.0.0.64,,,success,0,0,
2026-06-01T02:44:21,network,host-13,,10.0.0.22,185.220.250.237,443,success,12196,0,
2026-06-01T02:47:19,login,host-17,user15,10.0.0.168,,,success,0,0,
2026-06-01T02:47:34,network,host-12,,10.0.0.43,185.220.57.115,443,success,35827,0,
2026-06-01T02:48:14,network,host-03,,10.0.0.44,185.220.51.184,443,success,46112,0,
2026-06-01T02:49:12,login,host-07,user16,10.0.0.153,,,success,0,0,
2026-06-01T02:50:01,network,host-15,,10.0.0.91,185.220.75.253,80,success,43691,0,
2026-06-01T02:53:05,network,host-14,,10.0.0.237,185.220.57.115,3389,success,4092,0,
2026-06-01T02:53:36,network,host-02,,10.0.0.77,185.220.142.76,443,success,33877,0,
2026-06-01T02:55:09,network,host-03,,10.0.0.208,185.220.71.63,80,success,14253,0,
2026-06-01T02:57:24,network,host-01,,10.0.0.138,185.220.87.27,53,success,22276,0,
2026-06-01T02:58:27,network,host-01,,10.0.0.239,185.220.148.50,443,success,47074,0,
2026-06-01T02:59:53,network,host-15,,10.0.0.213,185.220.8.24,445,success,21824,0,
2026-06-01T03:00:54,network,host-17,,10.0.0.250,185.220.151.72,80,success,13868,0,
2026-06-01T03:01:19,network,host-10,,10.0.0.221,185.220.151.72,80,success,15080,0,
2026-06-01T03:01:20,network,host-02,,10.0.0.87,185.220.94.42,443,success,37562,0,
2026-06-01T03:01:40,network,host-11,,10.0.0.110,185.220.24.98,80,success,38866,0,
2026-06-01T03:02:14,network,host-01,,10.0.0.27,185.220.208.223,445,success,11759,0,
2026-06-01T03:03:57,network,host-16,,10.0.0.233,185.220.217.89,443,success,30290,0,
2026-06-01T03:04:22,network,host-19,,10.0.0.58,185.220.40.56,443,success,35807,0,
2026-06-01T03:04:46,network,host-01,,10.0.0.199,185.220.163.214,443,success,29288,0,
2026-06-01T03:05:59,network,host-05,,10.0.0.243,185.220.58.36,443,success,16552,0,
2026-06-01T03:06:14,network,host-05,,10.0.0.145,185.220.250.237,443,success,30533,0,
2026-06-01T03:06:21,login,host-17,user24,10.0.0.62,,,success,0,0,
2026-06-01T03:06:53,network,host-12,,10.0.0.96,185.220.208.223,22,success,40981,0,
2026-06-01T03:07:34,network,host-11,,10.0.0.149,185.220.12.170,53,success,10673,0,
2026-06-01T03:08:22,network,host-03,,10.0.0.155,185.220.24.98,53,success,9522,0,
2026-06-01T03:08:37,network,host-18,,10.0.0.232,185.220.174.190,80,success,13865,0,
2026-06-01T03:10:05,login,host-09,user26,10.0.0.108,,,success,0,0,
2026-06-01T03:11:32,network,host-10,,10.0.0.157,185.220.51.184,443,success,7391,0,
2026-06-01T03:12:50,network,host-02,,10.0.0.252,185.220.75.253,445,success,14399,0,
2026-06-01T03:14:48,network,host-17,,10.0.0.30,185.220.59.198,80,success,25669,0,
2026-06-01T03:15:08,network,host-17,,10.0.0.157,185.220.87.27,53,success,49543,0,
2026-06-01T03:15:40,network,host-14,,10.0.0.242,185.220.130.155,443,success,2701,0,
2026-06-01T03:17:36,network,host-01,,10.0.0.35,185.220.187.118,80,success,40261,0,
2026-06-01T03:17:41,network,host-15,,10.0.0.5,185.220.142.76,80,success,8721,0,
2026-06-01T03:18:57,login,host-18,user13,10.0.0.218,,,success,0,0,
2026-06-01T03:19:15,network,host-20,,10.0.0.11,185.220.155.68,53,success,7231,0,
2026-06-01T03:21:21,login,host-15,svc_web,10.0.0.158,,,success,0,0,
2026-06-01T03:23:58,network,host-05,,10.0.0.154,185.220.250.237,80,success,49254,0,
2026-06-01T03:24:50,network,host-13,,10.0.0.86,185.220.88.72,3389,success,9317,0,
2026-06-01T03:24:51,network,host-14,,10.0.0.130,185.220.40.56,443,success,24277,0,
2026-06-01T03:25:05,network,host-06,,10.0.0.130,185.220.174.190,3389,success,32247,0,
2026-06-01T03:25:45,login,host-10,user06,10.0.0.209,,,success,0,0,
2026-06-01T03:26:13,network,host-05,,10.0.0.240,185.220.51.184,445,success,10397,0,
2026-06-01T03:28:44,login,host-16,user04,10.0.0.8,,,success,0,0,
2026-06-01T03:28:57,network,host-12,,10.0.0.13,185.220.229.140,445,success,28830,0,
2026-06-01T03:29:21,network,host-10,,10.0.0.203,185.220.7.190,3389,success,27294,0,
2026-06-01T03:29:32,network,host-13,,10.0.0.127,185.220.208.223,22,success,37395,0,
2026-06-01T03:30:48,login,host-08,user19,10.0.0.239,,,success,0,0,
2026-06-01T03:33:22,network,host-12,,10.0.0.45,185.220.75.253,53,success,37931,0,
2026-06-01T03:35:05,login,host-18,user13,10.0.0.94,,,success,0,0,
2026-06-01T03:38:07,network,host-11,,10.0.0.188,185.220.229.140,3389,success,27187,0,
2026-06-01T03:38:22,login,host-12,user15,10.0.0.168,,,success,0,0,
2026-06-01T03:38:36,login,host-15,user04,10.0.0.79,,,success,0,0,
2026-06-01T03:42:06,network,host-05,,10.0.0.89,185.220.164.29,80,success,42688,0,
2026-06-01T03:42:16,login,host-05,user08,10.0.0.220,,,success,0,0,
2026-06-01T03:45:14,network,host-13,,10.0.0.134,185.220.207.41,3389,success,18970,0,
2026-06-01T03:49:04,network,host-15,,10.0.0.193,185.220.246.196,3389,success,38037,0,
2026-06-01T03:49:46,network,host-19,,10.0.0.87,185.220.12.170,53,success,48685,0,
2026-06-01T03:50:28,login,host-18,user12,10.0.0.105,,,success,0,0,
2026-06-01T03:50:43,login,host-07,user24,10.0.0.139,,,success,0,0,
2026-06-01T03:51:24,network,host-01,,10.0.0.19,185.220.208.223,22,success,31019,0,
2026-06-01T03:52:50,network,host-18,,10.0.0.14,185.220.40.56,22,success,19948,0,
2026-06-01T03:53:41,network,host-18,,10.0.0.41,185.220.155.68,445,success,6688,0,
2026-06-01T03:57:21,network,host-10,,10.0.0.120,185.220.56.60,80,success,29678,0,
2026-06-01T03:58:56,network,host-17,,10.0.0.26,185.220.94.42,53,success,35386,0,
2026-06-01T04:00:02,network,host-10,,10.0.0.159,185.220.174.190,80,success,28388,0,
2026-06-01T04:01:07,network,host-09,,10.0.0.141,185.220.24.98,22,success,27861,0,
2026-06-01T04:01:26,login,host-05,user04,10.0.0.70,,,success,0,0,
2026-06-01T04:02:13,network,host-05,,10.0.0.217,185.220.250.237,22,success,19807,0,
2026-06-01T04:03:25,network,host-12,,10.0.0.116,185.220.155.68,443,success,31985,0,
2026-06-01T04:03:26,network,host-20,,10.0.0.169,185.220.71.63,22,success,30307,0,
2026-06-01T04:03:53,login,host-07,user07,10.0.0.27,,,success,0,0,
2026-06-01T04:05:01,network,host-02,,10.0.0.138,185.220.142.76,22,success,31937,0,
2026-06-01T04:05:12,network,host-14,,10.0.0.249,185.220.72.117,53,success,4880,0,
2026-06-01T04:07:07,network,host-07,,10.0.0.18,185.220.25.92,22,success,20647,0,
2026-06-01T04:07:59,network,host-20,,10.0.0.228,185.220.167.180,22,success,19091,0,
2026-06-01T04:08:02,network,host-19,,10.0.0.216,185.220.7.190,53,success,9511,0,
2026-06-01T04:09:37,login,host-13,user06,10.0.0.78,,,success,0,0,
2026-06-01T04:09:59,network,host-16,,10.0.0.15,185.220.221.93,443,success,27518,0,
2026-06-01T04:10:02,network,host-09,,10.0.0.180,185.220.159.227,3389,success,34970,0,
2026-06-01T04:10:41,network,host-14,,10.0.0.240,185.220.8.24,443,success,6577,0,
2026-06-01T04:10:42,network,host-18,,10.0.0.87,185.220.217.89,443,success,15550,0,
2026-06-01T04:10:55,network,host-11,,10.0.0.60,185.220.167.180,80,success,984,0,
2026-06-01T04:11:14,login,host-08,user24,10.0.0.38,,,success,0,0,
2026-06-01T04:12:59,network,host-10,,10.0.0.145,10.0.0.144,80,success,25579,0,
2026-06-01T04:14:23,network,host-19,,10.0.0.163,185.220.163.214,445,success,1142,0,
2026-06-01T04:14:54,network,host-09,,10.0.0.178,185.220.109.9,80,success,25036,0,
2026-06-01T04:16:42,network,host-14,,10.0.0.205,185.220.87.27,53,success,17190,0,
2026-06-01T04:18:21,network,host-20,,10.0.0.141,185.220.207.41,3389,success,22022,0,
2026-06-01T04:18:57,network,host-04,,10.0.0.176,185.220.2.195,53,success,41039,0,
2026-06-01T04:21:06,network,host-18,,10.0.0.136,185.220.24.98,80,success,34977,0,
2026-06-01T04:22:06,network,host-08,,10.0.0.61,185.220.207.12,445,success,21851,0,
2026-06-01T04:22:34,network,host-06,,10.0.0.108,185.220.25.92,443,success,22399,0,
2026-06-01T04:24:52,login,host-14,user13,10.0.0.212,,,success,0,0,
2026-06-01T04:26:12,network,host-19,,10.0.0.63,185.220.159.227,80,success,1183,0,
2026-06-01T04:26:44,network,host-09,,10.0.0.226,185.220.207.41,22,success,43680,0,
2026-06-01T04:27:03,network,host-03,,10.0.0.240,185.220.87.27,80,success,30745,0,
2026-06-01T04:27:44,network,host-14,,10.0.0.118,185.220.246.196,22,success,24661,0,
2026-06-01T04:27:57,network,host-15,,10.0.0.8,185.220.221.93,3389,success,7104,0,
2026-06-01T04:28:11,network,host-01,,10.0.0.91,185.220.109.9,53,success,9102,0,
2026-06-01T04:28:12,login,host-05,user20,10.0.0.175,,,success,0,0,
2026-06-01T04:28:44,network,host-14,,10.0.0.71,185.220.187.118,53,success,40506,0,
2026-06-01T04:31:45,network,host-18,,10.0.0.206,185.220.12.170,443,success,41579,0,
2026-06-01T04:34:01,network,host-14,,10.0.0.185,185.220.217.89,3389,success,42828,0,
2026-06-01T04:38:52,network,host-19,,10.0.0.40,185.220.140.108,22,success,7294,0,
2026-06-01T04:39:06,network,host-11,,10.0.0.4,185.220.25.92,3389,success,48763,0,
2026-06-01T04:39:17,login,host-09,user29,10.0.0.6,,,success,0,0,
2026-06-01T04:39:21,network,host-12,,10.0.0.167,185.220.142.76,53,success,1328,0,
2026-06-01T04:40:00,network,host-17,,10.0.0.180,185.220.58.36,53,success,20789,0,
2026-06-01T04:41:05,network,host-17,,10.0.0.34,185.220.88.72,445,success,23349,0,
2026-06-01T04:41:39,network,host-05,,10.0.0.172,185.220.142.76,80,success,16987,0,
2026-06-01T04:42:33,network,host-12,,10.0.0.150,185.220.213.161,3389,success,44184,0,
2026-06-01T04:43:19,login,host-17,user20,10.0.0.27,,,success,0,0,
2026-06-01T04:43:46,network,host-17,,10.0.0.164,185.220.250.237,445,success,40963,0,
2026-06-01T04:44:01,network,host-18,,10.0.0.154,185.220.130.155,443,success,43798,0,
2026-06-01T04:44:23,login,host-13,user29,10.0.0.123,,,success,0,0,
2026-06-01T04:44:42,network,host-20,,10.0.0.244,185.220.59.198,445,success,26858,0,
2026-06-01T04:45:48,network,host-04,,10.0.0.95,185.220.159.227,443,success,33211,0,
2026-06-01T04:45:56,login,host-03,user16,10.0.0.105,,,success,0,0,
2026-06-01T04:46:28,network,host-02,,10.0.0.104,185.220.7.190,53,success,41612,0,
2026-06-01T04:47:03,network,host-08,,10.0.0.55,185.220.207.41,445,success,41383,0,
2026-06-01T04:47:57,network,host-04,,10.0.0.252,185.220.87.27,443,success,39307,0,
2026-06-01T04:49:29,network,host-18,,10.0.0.119,185.220.181.18,22,success,21282,0,
2026-06-01T04:50:45,login,host-12,user05,10.0.0.41,,,success,0,0,
2026-06-01T04:51:48,network,host-05,,10.0.0.57,185.220.142.76,3389,success,45020,0,
2026-06-01T04:52:35,network,host-09,,10.0.0.244,185.220.21.219,22,success,38795,0,
2026-06-01T04:54:11,network,host-15,,10.0.0.123,185.220.109.9,3389,success,32602,0,
2026-06-01T04:54:19,network,host-07,,10.0.0.158,185.220.140.108,80,success,27135,0,
2026-06-01T04:56:34,network,host-13,,10.0.0.133,185.220.187.118,445,success,16866,0,
2026-06-01T04:57:44,network,host-08,,10.0.0.233,185.220.207.41,22,success,27149,0,
2026-06-01T04:58:32,network,host-08,,10.0.0.177,185.220.7.190,445,success,6655,0,
2026-06-01T04:59:02,login,host-19,user01,10.0.0.29,,,success,0,0,
2026-06-01T04:59:28,network,host-01,,10.0.0.66,185.220.25.92,443,success,44190,0,
2026-06-01T05:01:21,network,host-13,,10.0.0.2,185.220.217.89,443,success,4937,0,
2026-06-01T05:02:32,network,host-09,,10.0.0.219,185.220.167.180,80,success,1496,0,
2026-06-01T05:02:36,network,host-14,,10.0.0.228,185.220.246.196,22,success,42260,0,
2026-06-01T05:03:11,network,host-07,,10.0.0.22,185.220.71.63,80,success,17167,0,
2026-06-01T05:03:17,network,host-03,,10.0.0.90,185.220.12.170,80,success,14111,0,
2026-06-01T05:04:15,network,host-18,,10.0.0.235,185.220.21.219,445,success,10475,0,
2026-06-01T05:05:42,network,host-18,,10.0.0.194,185.220.2.195,22,success,41209,0,
2026-06-01T05:06:12,network,host-07,,10.0.0.83,185.220.142.76,445,success,36302,0,
2026-06-01T05:06:17,login,host-06,user06,10.0.0.23,,,success,0,0,
2026-06-01T05:06:29,login,host-14,user20,10.0.0.72,,,success,0,0,
2026-06-01T05:06:45,network,host-13,,10.0.0.166,185.220.87.27,80,success,45194,0,
2026-06-01T05:07:58,network,host-12,,10.0.0.101,185.220.207.12,443,success,5242,0,
2026-06-01T05:09:14,network,host-09,,10.0.0.38,185.220.208.223,53,success,19522,0,
2026-06-01T05:09:53,login,host-11,user11,10.0.0.241,,,success,0,0,
2026-06-01T05:10:23,login,host-18,user11,185.220.213.161,,,failed,0,1,brute_force
2026-06-01T05:10:29,login,host-18,user11,185.220.213.161,,,failed,0,1,brute_force
2026-06-01T05:10:31,login,host-18,user11,185.220.213.161,,,failed,0,1,brute_force
